Date,Open,High,Low,Close,Volume
2011. 1. 3,27.83,27.98,27.65,27.67,2385795
2011. 1. 4,27.69,27.71,27.06,27.3,3117743
2011. 1. 5,27.03,27.59,26.96,27.59,2801698
2011. 1. 6,27.6,27.61,27.18,27.22,2709664
2011. 1. 7,27.14,27.31,26.9,27.12,3047126
2011. 1. 10,27.34,27.46,27.24,27.44,1532446
2011. 1. 11,27.65,27.79,27.53,27.75,1822772
2011. 1. 12,28,28.1,27.88,27.93,6347027
2011. 1. 13,27.98,28,27.77,27.89,3014364
2011. 1. 14,27.86,28.08,27.79,28.02,3428003
2011. 1. 18,27.88,28.12,27.85,27.99,1934527
2011. 1. 19,28.21,28.22,27.95,27.96,2346313
2011. 1. 20,27.63,27.79,27.42,27.68,3122027
2011. 1. 21,27.78,27.99,27.74,27.96,2637901
2011. 1. 24,27.89,27.99,27.69,27.72,1923042
2011. 1. 25,27.37,27.42,27.32,27.37,2410433
2011. 1. 26,27.52,28,27.48,27.98,3200793
2011. 1. 27,27.99,28.03,27.73,27.74,2182142
2011. 1. 28,27.85,28.21,27.82,28.09,2040009
2011. 1. 31,28.15,28.68,28.13,28.53,3320667
2011. 2. 1,28.64,28.82,28.6,28.74,3191485
2011. 2. 2,28.87,29.05,28.79,29.02,2706761
2011. 2. 3,29.04,29.08,28.72,28.83,1995269
2011. 2. 4,28.91,28.93,28.5,28.67,1113559
2011. 2. 7,28.69,28.8,28.5,28.59,1358776
2011. 2. 8,28.51,28.78,28.43,28.78,1557566
2011. 2. 9,28.77,28.96,28.68,28.92,2109213
2011. 2. 10,28.83,28.95,28.67,28.75,1175492
2011. 2. 11,28.73,28.75,28.5,28.65,1730427
2011. 2. 14,28.76,29.02,28.74,28.79,1804541
2011. 2. 15,28.71,28.77,28.27,28.42,3146486
2011. 2. 16,28.58,28.73,28.48,28.63,1806440
2011. 2. 17,28.7,28.75,28.58,28.72,1762663
2011. 2. 18,28.49,28.86,28.48,28.69,2589721
2011. 2. 22,29.15,29.15,28.63,28.65,2474811
2011. 2. 23,28.79,29.31,28.79,29.29,3441610
2011. 2. 24,29.42,29.49,28.89,29.03,3552636
2011. 2. 25,29.28,29.71,29.15,29.67,1799304
2011. 2. 28,29.67,29.81,29.57,29.72,2586198
2011. 3. 1,29.9,30.18,29.82,30.17,3760806
2011. 3. 2,30.21,30.45,30.1,30.29,3743877
2011. 3. 3,30.2,30.34,30.04,30.28,2067102
2011. 3. 4,30.42,30.5,30.29,30.43,2162739
2011. 3. 7,30.64,30.67,30.25,30.29,2119995
2011. 3. 8,30.19,30.2,29.92,30.03,2212810
2011. 3. 9,30.23,30.35,29.99,30.15,1597194
2011. 3. 10,29.87,29.95,29.48,29.66,2338838
2011. 3. 11,29.24,29.57,29.22,29.49,1958196
2011. 3. 14,29.48,29.6,29.34,29.57,1498068
2011. 3. 15,28.54,28.81,28.21,28.49,3253245
2011. 3. 16,28.73,29.03,28.47,28.66,3500063
2011. 3. 17,29.12,29.65,29.08,29.55,3160080
2011. 3. 18,29.62,29.8,29.51,29.72,2237960
2011. 3. 21,29.87,29.97,29.78,29.86,2375163
2011. 3. 22,29.77,30.13,29.71,30.08,2356302
2011. 3. 23,30.2,30.31,30.09,30.14,2180230
2011. 3. 24,30.13,30.31,30.08,30.24,1627081
2011. 3. 25,30.32,30.36,30.14,30.32,1887490
2011. 3. 28,30,30.18,29.91,29.91,1498602
2011. 3. 29,29.94,30.16,29.83,30.08,1674491
2011. 3. 30,30.07,30.12,29.85,30.04,1457128
2011. 3. 31,30.49,30.59,30.35,30.51,1834187
2011. 4. 1,30.56,30.78,30.41,30.72,3428803
2011. 4. 4,30.88,31.09,30.83,31,2009701
2011. 4. 5,31.02,31.18,30.99,31.03,1532998
2011. 4. 6,31.27,31.35,31.05,31.12,1310085
2011. 4. 7,31.18,31.26,30.98,31.18,1809601
2011. 4. 8,31.42,31.92,31.4,31.92,3221719
2011. 4. 11,31.78,31.83,31.33,31.33,2159201
2011. 4. 12,31.22,31.23,30.57,30.69,2988397
2011. 4. 13,31,31.11,30.63,30.93,1497023
2011. 4. 14,30.75,31.03,30.71,31.01,2180907
2011. 4. 15,31,31.27,30.89,31.17,1748574
2011. 4. 18,31.18,31.24,30.74,30.98,1981787
2011. 4. 19,30.85,31.17,30.75,30.99,1376009
2011. 4. 20,31.31,31.65,31.28,31.48,1919786
2011. 4. 21,31.79,31.79,31.44,31.71,1985893
2011. 4. 25,31.89,31.89,31.41,31.62,2158040
2011. 4. 26,31.63,31.71,31.51,31.61,2900125
2011. 4. 27,31.64,31.82,31.34,31.8,1804264
2011. 4. 28,31.73,31.89,31.41,31.57,2919875
2011. 4. 29,31.65,31.99,31.57,31.9,2054801
2011. 5. 2,31.73,32.02,31.58,31.58,2687378
2011. 5. 3,31.62,31.65,31.13,31.25,2573851
2011. 5. 4,31.14,31.2,30.71,30.75,2818650
2011. 5. 5,30.04,30.1,28.53,28.69,8139785
2011. 5. 6,28.84,29.49,28.52,28.6,5644849
2011. 5. 9,29.03,29.7,28.93,29.65,4174264
2011. 5. 10,29.58,29.99,29.48,29.92,3447762
2011. 5. 11,29.66,29.67,28.79,28.96,4203653
2011. 5. 12,28.65,29.23,28.43,28.99,6812916
2011. 5. 13,29.07,29.23,28.65,29.04,3035088
2011. 5. 16,28.98,29.19,28.64,28.66,5914690
2011. 5. 17,28.57,28.76,28.26,28.73,3874637
2011. 5. 18,28.99,29.54,28.98,29.31,3242096
2011. 5. 19,29.37,29.43,29.03,29.08,2504465
2011. 5. 20,29.05,29.44,28.64,29.35,3463832
2011. 5. 23,28.61,29.03,28.61,28.88,2122919
2011. 5. 24,29.33,29.46,29.03,29.27,1651440
2011. 5. 25,29.37,29.86,29.35,29.8,1955731
2011. 5. 26,29.84,29.97,29.68,29.91,1947109
2011. 5. 27,30,30.11,29.96,30.08,1603538
2011. 5. 31,30.23,30.5,30.2,30.25,3431588
2011. 6. 1,30.26,30.27,29.84,29.87,3316767
2011. 6. 2,30.06,30.16,29.75,30.13,2448649
2011. 6. 3,29.89,30.26,29.81,30.25,1972106
2011. 6. 6,30.1,30.25,29.85,29.9,2928099
2011. 6. 7,30.05,30.34,29.92,30.18,3418187
2011. 6. 8,30.28,30.56,30.24,30.43,2443615
2011. 6. 9,30.55,30.68,30.42,30.6,1746893
2011. 6. 10,30.36,30.42,30.13,30.28,2663217
2011. 6. 13,30.24,30.4,29.86,30.08,1793898
2011. 6. 14,30.17,30.37,30.17,30.29,1501043
2011. 6. 15,30.07,30.19,29.28,29.48,2780149
2011. 6. 16,29.38,29.5,29.29,29.36,2566898
2011. 6. 17,29.2,29.38,29.04,29.23,3296901
2011. 6. 20,29.07,29.18,29.01,29.07,2269606
2011. 6. 21,29.14,29.29,28.95,29.09,2384893
2011. 6. 22,29.15,29.45,29.15,29.22,2407934
2011. 6. 23,28.51,28.65,28.17,28.6,3469366
2011. 6. 24,28.51,28.54,28.1,28.26,2449523
2011. 6. 27,28.06,28.3,27.96,28.25,2262856
2011. 6. 28,28.47,28.76,28.44,28.75,2107998
2011. 6. 29,28.92,29.36,28.75,29.27,3084895
2011. 6. 30,29.28,29.47,28.85,28.96,2714300
2011. 7. 1,28.81,29.05,28.7,29,3497933
2011. 7. 5,29.26,29.52,29.23,29.39,1529062
2011. 7. 6,29.32,29.43,29.2,29.38,1631675
2011. 7. 7,29.79,30.07,29.79,30,4944690
2011. 7. 8,29.9,30.03,29.73,29.97,1808276
2011. 7. 11,29.62,29.88,29.5,29.74,1790372
2011. 7. 12,29.63,30.13,29.63,30,1452495
2011. 7. 13,30.1,30.61,30.1,30.41,2178824
2011. 7. 14,30.5,30.58,30.07,30.24,1572713
2011. 7. 15,30.38,30.56,30.33,30.51,4930443
2011. 7. 18,30.36,30.36,30.04,30.34,1398327
2011. 7. 19,30.65,30.77,30.51,30.55,1518810
2011. 7. 20,30.68,30.68,30.46,30.65,1288839
2011. 7. 21,30.69,30.81,30.42,30.5,1247096
2011. 7. 22,30.55,30.79,30.52,30.75,1437426
2011. 7. 25,30.54,30.7,30.52,30.6,2431245
2011. 7. 26,30.65,30.92,30.52,30.84,1289310
2011. 7. 27,30.78,30.83,30.59,30.63,2352017
2011. 7. 28,30.64,30.71,30.46,30.53,1545608
2011. 7. 29,30.23,30.4,30.2,30.28,2994293
2011. 8. 1,30.72,30.73,29.96,30.28,3674322
2011. 8. 2,30.18,30.46,30.11,30.28,2368940
2011. 8. 3,30.1,30.14,29.74,29.83,3764271
2011. 8. 4,29.66,29.67,28.68,28.7,3271528
2011. 8. 5,28.82,28.95,28.32,28.82,6356365
2011. 8. 8,28.3,28.43,27.67,27.75,6396485
2011. 8. 9,28.07,28.22,27.48,28.02,7987735
2011. 8. 10,28.08,28.37,27.89,28.14,3560844
2011. 8. 11,28.31,28.83,28.3,28.75,4045018
2011. 8. 12,28.81,28.9,28.62,28.71,4506720
2011. 8. 15,28.83,29.08,28.78,29.06,1285826
2011. 8. 16,28.87,29.14,28.81,29.06,2271565
2011. 8. 17,29.35,29.47,29.26,29.31,2382719
2011. 8. 18,28.95,29.06,28.53,28.59,2723526
2011. 8. 19,28.71,29.17,28.71,29.1,3525445
2011. 8. 22,29.09,29.23,28.94,29.15,1576503
2011. 8. 23,29.16,29.47,29.03,29.45,1825443
2011. 8. 24,29.35,29.43,29.08,29.15,1226539
2011. 8. 25,29.28,29.41,28.95,29.28,1326245
2011. 8. 26,29.22,29.65,29.06,29.61,1568371
2011. 8. 29,29.85,29.85,29.63,29.71,1316756
2011. 8. 30,29.81,30.13,29.75,30.11,2290265
2011. 8. 31,30.1,30.26,30.05,30.16,2556263
2011. 9. 1,30.09,30.21,29.94,29.95,2680097
2011. 9. 2,29.64,29.94,29.56,29.79,1547746
2011. 9. 6,29.32,29.7,29.29,29.69,2387425
2011. 9. 7,29.75,30.03,29.71,29.96,4563794
2011. 9. 8,29.89,30.02,29.75,29.76,1059231
2011. 9. 9,29.39,29.42,29.19,29.29,2150257
2011. 9. 12,29.06,29.3,28.98,29.22,3913958
2011. 9. 13,29.17,29.26,29.02,29.13,1228962
2011. 9. 14,29.03,29.07,28.83,28.99,1337245
2011. 9. 15,29.31,29.35,29.04,29.11,1135749
2011. 9. 16,29.23,29.32,28.93,28.98,1680588
2011. 9. 19,28.67,28.67,28.2,28.49,3830202
2011. 9. 20,28.55,28.78,28.44,28.44,1722015
2011. 9. 21,28.52,28.72,28.02,28.02,1769360
2011. 9. 22,27.21,27.44,26.91,27.03,9572911
2011. 9. 23,26.75,26.95,26.42,26.55,6197739
2011. 9. 26,26.39,26.67,26.1,26.64,4538709
2011. 9. 27,27.14,27.37,27.06,27.09,3735540
2011. 9. 28,27.04,27.11,26.34,26.36,7995853
2011. 9. 29,26.76,26.87,26.5,26.67,2909397
2011. 9. 30,26.09,26.22,25.67,25.75,4845964
2011. 10. 3,25.31,25.97,25.25,25.62,10603278
2011. 10. 4,25.45,25.66,25.19,25.57,3455914
2011. 10. 5,25.65,26,25.52,25.93,3202270
2011. 10. 6,25.99,26.51,25.9,26.47,1003832
2011. 10. 7,26.48,26.56,26.13,26.35,2768093
2011. 10. 10,26.71,27.01,26.71,26.94,1416039
2011. 10. 11,26.65,27.27,26.6,27.14,1250647
2011. 10. 12,27.25,27.44,27.15,27.19,1366940
2011. 10. 13,27.04,27.28,26.9,27.25,1679434
2011. 10. 14,27.73,27.89,27.62,27.87,1135904
2011. 10. 17,27.47,27.69,27.4,27.47,1249112
2011. 10. 18,27.24,27.76,27.08,27.62,1782176
2011. 10. 19,27.55,27.74,27,27.08,1673057
2011. 10. 20,26.95,27.21,26.58,27.04,1171039
2011. 10. 21,27.42,27.55,27.12,27.18,1327480
2011. 10. 24,27.39,27.67,27.39,27.61,1745520
2011. 10. 25,27.61,27.82,27.38,27.7,2603015
2011. 10. 26,27.83,27.87,27.43,27.54,1075206
2011. 10. 27,28.1,28.45,28.01,28.18,3793846
2011. 10. 28,28,28.26,27.99,28.15,3722693
2011. 10. 31,27.71,27.89,27.56,27.72,3209341
2011. 11. 1,27.04,27.62,26.92,27.39,4349733
2011. 11. 2,27.73,27.9,27.45,27.56,1600338
2011. 11. 3,27.82,27.96,27.56,27.9,981760
2011. 11. 4,27.95,28.02,27.76,27.99,1267567
2011. 11. 7,28.23,28.42,28.12,28.4,1066451
2011. 11. 8,28.42,28.55,28.31,28.54,1335691
2011. 11. 9,28.14,28.34,27.86,27.91,1283339
2011. 11. 10,28.04,28.05,27.75,27.88,1880177
2011. 11. 11,27.93,28.15,27.93,28.15,826419
2011. 11. 14,28.01,28.03,27.8,27.85,700323
2011. 11. 15,27.98,28.1,27.85,28.05,759740
2011. 11. 16,27.94,28.2,27.92,27.98,1248276
2011. 11. 17,27.8,27.84,27.29,27.33,2092430
2011. 11. 18,27.4,27.5,27.13,27.29,6225318
2011. 11. 21,27.12,27.14,26.78,27.09,1181445
2011. 11. 22,27.15,27.36,27.06,27.27,2228215
2011. 11. 23,27.01,27.01,26.78,26.86,1752221
2011. 11. 25,26.73,26.95,26.6,26.64,514625
2011. 11. 28,27.12,27.17,26.86,26.97,1063743
2011. 11. 29,27.13,27.38,27.1,27.32,1410292
2011. 11. 30,27.65,27.84,27.6,27.64,1913636
2011. 12. 1,27.56,27.78,27.38,27.54,1844006
2011. 12. 2,27.73,27.82,27.6,27.78,1308550
2011. 12. 5,27.92,27.96,27.54,27.63,1503768
2011. 12. 6,27.59,27.86,27.5,27.78,1075503
2011. 12. 7,27.74,27.75,27.41,27.54,1494133
2011. 12. 8,27.42,27.49,27.13,27.19,2211435
2011. 12. 9,27.15,27.35,27.14,27.29,1114236
2011. 12. 12,26.98,27,26.82,26.94,1277747
2011. 12. 13,26.95,27.37,26.91,27.05,1615264
2011. 12. 14,26.53,26.63,26.01,26.09,1851473
2011. 12. 15,26.29,26.33,25.92,25.96,1639492
2011. 12. 16,26.06,26.2,25.95,26.17,2818398
2011. 12. 19,26.17,26.2,25.96,26.05,1679734
2011. 12. 20,26.51,26.71,26.49,26.65,1846520
2011. 12. 21,26.63,26.88,26.55,26.84,1802017
2011. 12. 22,26.89,27.01,26.83,26.87,4658290
2011. 12. 23,26.92,27.02,26.89,27,2872683
2011. 12. 27,26.94,27.19,26.9,27.12,2493690
2011. 12. 28,27.07,27.07,26.71,26.8,1930153
2011. 12. 29,26.81,26.9,26.64,26.88,1941221
2011. 12. 30,26.77,26.96,26.74,26.84,2047455
2012. 1. 3,27.35,27.68,27.35,27.64,5940471
2012. 1. 4,27.61,27.9,27.61,27.85,2438923
2012. 1. 5,27.71,27.72,27.43,27.47,1212412
2012. 1. 6,27.59,27.69,27.38,27.59,17707174
2012. 1. 9,27.62,27.71,27.47,27.62,2432538
2012. 1. 10,27.88,27.92,27.78,27.82,2119924
2012. 1. 11,27.77,27.8,27.56,27.74,2079418
2012. 1. 12,27.66,27.92,26.69,27.35,1740638
2012. 1. 13,27.25,27.35,27.12,27.29,3156711
2012. 1. 17,27.46,27.58,27.39,27.48,1910418
2012. 1. 18,27.49,27.55,27.35,27.49,1544089
2012. 1. 19,27.58,27.61,27.41,27.61,2834326
2012. 1. 20,27.43,27.46,27.24,27.41,1907129
2012. 1. 23,27.48,27.75,27.48,27.73,1767845
2012. 1. 24,27.53,27.78,27.53,27.78,2428019
2012. 1. 25,27.67,28.03,27.59,28.01,1913174
2012. 1. 26,28.21,28.26,28.03,28.09,2136356
2012. 1. 27,27.96,28.19,27.96,28.19,1828698
2012. 1. 30,28,28.06,27.82,27.9,3085557
2012. 1. 31,28.05,28.19,27.74,27.83,1912586
2012. 2. 1,27.94,28.06,27.87,27.92,1570310
2012. 2. 2,27.89,28.02,27.74,27.99,2079166
2012. 2. 3,28.18,28.33,28.04,28.32,1774759
2012. 2. 6,28.31,28.5,28.24,28.46,1680023
2012. 2. 7,28.42,28.61,28.34,28.44,2370313
2012. 2. 8,28.58,28.65,28.36,28.57,1152742
2012. 2. 9,28.73,28.81,28.63,28.72,1484823
2012. 2. 10,28.42,28.5,28.3,28.45,1870040
2012. 2. 13,28.58,28.67,28.4,28.52,2124653
2012. 2. 14,28.51,28.58,28.42,28.51,1376322
2012. 2. 15,28.61,28.66,28.49,28.61,1929315
2012. 2. 16,28.52,28.76,28.48,28.74,1657602
2012. 2. 17,28.76,28.77,28.6,28.69,1572430
2012. 2. 21,28.96,29.24,28.95,29.14,2446857
2012. 2. 22,29.16,29.44,29.12,29.41,3163511
2012. 2. 23,29.4,29.53,29.26,29.5,1543940
2012. 2. 24,29.48,29.74,29.47,29.68,4989855
2012. 2. 27,29.59,29.71,29.44,29.44,4821860
2012. 2. 28,29.56,29.63,29.35,29.43,2902149
2012. 2. 29,29.5,29.58,28.97,29.32,4067820
2012. 3. 1,29.4,29.93,29.28,29.78,5274918
2012. 3. 2,29.57,29.57,29.31,29.48,2213695
2012. 3. 5,29.36,29.43,29.2,29.34,1368875
2012. 3. 6,28.94,28.98,28.8,28.86,2083383
2012. 3. 7,28.85,29.05,28.75,28.99,1476820
2012. 3. 8,29.13,29.28,29.1,29.23,2202245
2012. 3. 9,29.14,29.43,29.09,29.31,1409868
2012. 3. 12,29.07,29.29,29.03,29.27,717034
2012. 3. 13,29.22,29.48,29.19,29.4,1347842
2012. 3. 14,29.31,29.44,29.14,29.2,1200746
2012. 3. 15,29.2,29.33,29,29.22,1339551
2012. 3. 16,29.34,29.58,29.31,29.58,1433389
2012. 3. 19,29.56,29.6,29.45,29.53,1386326
2012. 3. 20,29.26,29.26,29.07,29.17,1577147
2012. 3. 21,29.17,29.26,29.08,29.1,951676
2012. 3. 22,28.8,28.89,28.73,28.87,1641483
2012. 3. 23,28.97,29.39,28.97,29.15,1664149
2012. 3. 26,29.31,29.37,29.21,29.28,1555517
2012. 3. 27,29.29,29.35,29.13,29.16,1251323
2012. 3. 28,28.93,28.97,28.78,28.88,6060471
2012. 3. 29,28.82,28.88,28.35,28.48,4891153
2012. 3. 30,28.69,28.89,28.61,28.8,2630665
2012. 4. 2,28.6,29.21,28.59,29.17,1752636
2012. 4. 3,29.2,29.21,28.95,29.04,1325005
2012. 4. 4,28.79,28.85,28.52,28.59,2054892
2012. 4. 5,28.51,28.72,28.48,28.7,896969
2012. 4. 9,28.46,28.62,28.35,28.57,1578098
2012. 4. 10,28.53,28.56,28.15,28.19,1543816
2012. 4. 11,28.23,28.38,28.16,28.26,2472544
2012. 4. 12,28.33,28.64,28.31,28.63,908580
2012. 4. 13,28.5,28.52,28.3,28.34,2228022
2012. 4. 16,28.23,28.24,27.98,28.06,1860866
2012. 4. 17,28.18,28.22,28.1,28.19,1754228
2012. 4. 18,28.03,28.05,27.84,27.92,1801423
2012. 4. 19,28.04,28.11,27.87,27.93,1837761
2012. 4. 20,28.12,28.2,27.99,28.04,1647914
2012. 4. 23,27.78,28.01,27.73,27.99,1026871
2012. 4. 24,28.09,28.12,27.94,27.99,736802
2012. 4. 25,28.13,28.17,27.92,28.15,886193
2012. 4. 26,28.2,28.34,28.2,28.21,851532
2012. 4. 27,28.26,28.33,28.2,28.3,750422
2012. 4. 30,28.23,28.44,28.19,28.41,1377427
2012. 5. 1,28.32,28.5,28.29,28.41,1495425
2012. 5. 2,28.28,28.32,28.01,28.04,1311263
2012. 5. 3,27.92,27.98,27.68,27.73,1623924
2012. 5. 4,27.45,27.46,27.04,27.24,1968315
2012. 5. 7,26.99,27.21,26.93,27.18,5352346
2012. 5. 8,27.01,27.08,26.72,27.08,3472279
2012. 5. 9,26.76,26.94,26.7,26.87,3238718
2012. 5. 10,26.95,26.99,26.86,26.88,1631223
2012. 5. 11,26.72,26.91,26.67,26.68,1518823
2012. 5. 14,26.41,26.48,26.31,26.33,5751689
2012. 5. 15,26.48,26.59,26.37,26.38,8431770
2012. 5. 16,26.36,26.56,26.31,26.35,1589197
2012. 5. 17,26.43,26.48,26.27,26.29,1222017
2012. 5. 18,26.37,26.5,26.25,26.27,2698543
2012. 5. 21,26.38,26.62,26.37,26.62,851876
2012. 5. 22,26.45,26.55,26.17,26.24,1387209
2012. 5. 23,26.02,26.02,25.75,25.95,2929004
2012. 5. 24,26.1,26.1,25.83,25.96,6059927
2012. 5. 25,26,26.08,25.99,26.05,1126154
2012. 5. 29,26.18,26.25,25.87,25.94,1472881
2012. 5. 30,25.6,25.6,25.4,25.46,1629876
2012. 5. 31,25.47,25.47,25.18,25.24,2427107
2012. 6. 1,24.89,24.96,24.59,24.72,3989636
2012. 6. 4,24.7,24.89,24.63,24.86,4474253
2012. 6. 5,24.79,24.89,24.73,24.77,2128922
2012. 6. 6,25.08,25.32,25.05,25.23,4778353
2012. 6. 7,25.54,25.55,25.04,25.06,2158243
2012. 6. 8,24.86,25.14,24.78,25.14,1569589
2012. 6. 11,25.15,25.17,24.65,24.68,4247624
2012. 6. 12,24.89,24.9,24.73,24.8,2263778
2012. 6. 13,24.65,24.85,24.56,24.61,1510801
2012. 6. 14,24.66,24.95,24.59,24.9,2601115
2012. 6. 15,24.86,24.98,24.82,24.86,1627129
2012. 6. 18,24.68,24.95,24.63,24.88,1065753
2012. 6. 19,25.09,25.16,25.03,25.09,1738179
2012. 6. 20,24.99,24.99,24.66,24.68,6226280
2012. 6. 21,24.59,24.61,24.11,24.15,1815078
